id:ID,label,name,source_file,row_no,core_technology,technology_maturity,possible_scenarios,business_model,delivery_capability,certification_ip,founder_team_and_gap,recent_revenue_profit,competition_and_diff,match_level,:LABEL
ENT_8E1AC4D1FACF,Enterprise,中科合肥煤气化技术有限公司,企业信息暂存.xlsx,176,循环流化床煤气化技术（CGAS）研发与应用、装备制造、EPC工程建设及全生命周期跟踪服务。基于CGAS技术打造出气化、环保、工程设计三条业务线,,,煤气化业务盈利模式包括：1. 技术授权（专利、专有技术、软件著作权等知识产权授权）；2. 核心设备销售；3. 工程总承包（EPC）；4. 项目运营管理。环保业务盈利模式包括：1. 技术授权；2. 核心设备销售；3. 工程总承包（EPC）；4. 项目运营管理；5. 危废处理费。,,专利权（具体专利列表见文档第27-29页，包括循环流化床煤气化炉、高温气流熔融炉等）、商标权（具体商标列表见文档第29页）,核心人员基本情况见文档第23-26页，包括姓名、职位、年龄、学历、工作经历等具体信息。公司员工情况：截至2019年8月，公司共有员工32人，其中研发人员10人，生产人员8人，销售人员5人，管理人员9人。短板：1. 技术研发投入不足（财务分析指出）；2. 煤制气业务稳定性风险；3. 环保市场开拓风险。,公司财务数据见文档第74-76页（资产负债表、利润表、现金流量表），但具体近三年营收及利润数值未在提供内容中明确列出。,循环流化床煤气化的竞争格局：主要竞争对手包括中国科学院工程热物理研究所、山西阳煤化工机械（集团）有限公司、北京航天动力研究所等。公司产品核心竞争力：1. 技术优势（中科院工程热物理研究所技术背景，循环流化床技术成熟）；2. 成本优势（投资成本低，运行成本低）；3. 环保优势（污染物排放低）。环保领域的市场竞争格局：飞灰处理主要竞争对手包括上海康恒环境、北京京城环保等；污泥处理主要竞争对手包括北京京城环保、上海康恒环境等；危废处理主要竞争对手包括东江环保、威立雅等。公司该技术方案（循环流化床+高温气流熔融）的核心竞争力：1. 技术优势（处理效率高，二次污染少）；2. 成本优势（投资成本低，运行成本低）；3. 环保优势（污染物排放低，资源化利用程度高）。,精确匹配,Enterprise
ENT_E89EB17C4C0D,Enterprise,苏州博萃循环科技有限公司,企业信息暂存.xlsx,177,电池金属及稀贵金属循环利用全套解决方案,技术已实现工业化、规模化，拥有从拆解、分选、萃取到材料再生的全流程装备，并已销售落地的业务包括技术服务、工程设计、装备、运营、碳足迹。,其他含稀贵金属的电子废弃物回收、关键矿产资源的绿色提取与循环利用。,提供技术服务、工程设计、装备销售、运营服务及碳足迹核算等综合解决方案。,具备全流程装备工业化、规模化能力，可交付从拆解、分选、萃取到材料再生的全套解决方案及装备。,高新技术企业(2022)、科技型中小企业(2024)、瞪羚企业(2024)；授权专利30余项；首家加入国际能源署电动车关键资源工作组的中国企业。,创始人&总经理林晓博士，中科院博士，全国废弃化学品处置标准委员会委员，中国物资再生协会报废汽车国家级专家，承担多项国家及企业工程项目，获国家技术发明二等奖等荣誉。团队汇聚中国科学院、比利时鲁汶大学、日本早稻田大学等国际专家。短板信息未披露。,,暂无具体竞对名称。技术差异点在于其“极短湿法解决方案”和“电池材料短程闭环”技术，致力于将报废电池直接回收为电池级材料，实现高价值金属的高效再生。,精确匹配,Enterprise
ENT_2E560A94F757,Enterprise,北京清程极智科技有限公司,企业信息暂存.xlsx,178,IPT智慧能源系统底层物联网分布式测控技术,,,,,,核心团队科研能力突出、资源丰富、有国家重大项目支持、创业决心较足、客户资源丰富。团队不足：暂无具体描述。,,国内竞争者和国外竞争者（文档中提及但未展开具体信息）。,精确匹配,Enterprise
ENT_A50D24C4345F,Enterprise,长光卫星技术股份有限公司,企业信息暂存.xlsx,179,遥感卫星研制、高清光学载荷研制、卫星遥感信息服务、通信卫星平台研制；自主建设并运营管理全球最大的亚米级商业遥感卫星星座“吉林一号”；依托星座数据训练自有遥感AI大模型,国内商业航天绝对龙头企业，运营最大的亚米级宽幅遥感星座，已形成商业闭环；具备卫星批产经验；已发射2颗星网二代星；预计2025年可实现盈亏平衡,遥感+AI拓展；星网二代星订单；通信卫星整星销售,以提供卫星遥感数据和应用服务为主，以提供卫星、光电仪器和星载部组件产品为辅；2026年开始在通信卫星平台领域形成批量收入；数据及应用服务通过自组吉林一号星座获取遥感数据加工处理后提供；卫星销售通过联合研发、采购核心载荷生产通信卫星总体交付,具备单一系列卫星百颗以上批产经验，在成本管控、供应链管理、批产组织等方面具备长期实践经验；截止2025年年度，遥感卫星在轨数量近120颗,科创属性已在前次申报过程中获得交易所、国家部委（发改委）的一致认可,,2022年至2024年财务数据未提供具体数值；公司处于亏损状态（因重资产模式折旧金额较大），但主营业务收入和利润一直比较稳定；预计未来3年扣非利润会转正并持续增长；2025年收入和利润预测已基本实现,,精确匹配,Enterprise
ENT_39B967AC32BF,Enterprise,北京四象爱数科技有限公司,企业信息暂存.xlsx,180,以海量遥感卫星数据分析为核心技术，具备遥感影像0-7级的处理能力，擅长根据场景落地不同的遥感数据产品。行业内首家推出光学+SAR融合遥感数据产品的公司。自主研发并成功发射SAR、光学、红外卫星，具备同轨多手段遥感卫星星座,成熟。公司成立于2017年，核心团队在遥感领域有数十年技术积累，已成功发射自研卫星并形成数据处理、产品服务及星座运营能力。,基于其多源（SAR、光学、红外）遥感数据融合处理能力及卫星星座，可能扩展至环境监测、灾害预警、国土测绘、智慧城市、精准农业、国防安全等领域。,提供遥感数据处理及数据产品服务，面向B端/G端客户提供定制化监测、分析报告及数据产品。属于技术驱动型服务模式。,具备从卫星数据获取（自有三星）、0-7级数据处理、人工智能数据挖掘到最终应用产品（监测报告、量化统计数据）的全链条交付能力。,高新技术企业（2023）、科技型中小企业（2024）、专精特新中小企业、中关村高新技术企业（根据网络搜索结果）。具体知识产权数量暂无。,创始团队：创始人兼CEO郗晓菲，曾担任近30项卫星型号工程运营系统副总指挥，核心成员来自军内唯一遥感技术单位，在卫星系统规划、多源卫星数据处理方面有超过15年的经验和绝对专业优势。短板：网络信息未明确提及，但作为商业航天应用企业，可能面临市场拓展、持续融资、与体制内单位竞争或合作等挑战。,暂无。公开信息未披露具体财务数据。,竞对：国内其他商业遥感数据服务公司（如航天宏图、中科星图等）及传统体制内遥感应用单位。技术差异：1. 具备自研并发射SAR、光学、红外多源卫星的能力，形成“光学+SAR融合”特色产品。2. 核心团队具备深厚的军方及国家大型专项实战背景，在卫星系统规划和多源数据处理方面有独特优势。3. 专注于将遥感数据应用于金融、基建等民生经济领域，形成差异化应用场景。,精确匹配,Enterprise
ENT_F9582787515A,Enterprise,上海垣信卫星科技有限公司,企业信息暂存.xlsx,181,运营“千帆星座”低轨卫星星座，使用Ku、Q/V等频段载荷；提供卫星通信系统、卫星地面系统科技、光电科技、机电科技、物联网技术、宽带无线移动通信系统领域内的技术开发与服务；卫星导航多模增强应用服务系统集成、地理遥感信息服务、卫星技术综合应用系统集成、测绘服务、卫星遥感应用系统集成、卫星遥感数据处理,技术已进入在轨验证及初步组网阶段。2019年发射首批两颗试验星，2021年发射第二批试验星验证了链路指标、激光通讯、电推进等内容，2024年8月发射首批组网卫星。,全球宽带互联网接入（尤其偏远地区及海上、空中）、行业专网通信、应急通信、物联网数据回传、高精度导航增强、地理信息监测等。,建设并运营全球低轨宽带卫星星座，直接向全球用户提供卫星互联网服务；同时提供卫星系统技术服务、卫星应用集成服务等B端解决方案。,具备卫星设计、发射、在轨运营及地面服务系统建设与运营的全链条能力。已成功发射多批试验星及首批组网卫星。,拥有基础电信业务、第一类增值电信业务、第二类增值电信业务等经营许可（根据网络信息）。已向国际电信联盟（ITU）提交1296个近地轨位申请。具体专利数量及资质证书原文未提及。,创始团队优势：董事长秦健（历任上海市松江区区长、上海联和投资有限公司党委书记兼董事长）具有丰富的政企工作经验；总经理沈波拥有二十余年信息产业领域大型企业高管履历；首席技术官李国通曾任北斗导航重大专项卫星系统总指挥、中科院微小卫星创新研究院院长助理，技术背景深厚。短板：原文未明确提及技术或商业短板，但大规模星座（计划15000颗）的部署、运营成本及商业化进程面临巨大挑战。,暂无（原文及网络信息未披露具体财务数据）。,国际竞对包括SpaceX的Starlink、OneWeb等；国内竞对包括中国星网等。技术差异：计划采用Ku、Q/V等多频段，星座规模庞大（计划15000颗），致力于提供大带宽、低时延、高安全性、全球覆盖的服务。与苏州纳飞卫星动力科技（电推进器）、致微光学（光学元件）等公司可能为产业链上下游关系，而非直接竞对。,精确匹配,Enterprise
ENT_1E601C3C9E65,Enterprise,苏州纳飞卫星动力科技有限公司,企业信息暂存.xlsx,182,微小卫星姿态控制电推进器；自主研发多项卫星推进技术，高难度可变频射频电源技术、空心阴极技术、射频离子推进技术,技术具有革命性，填补国内卫星电推进领域空白；产品已搭载两颗试验卫星上天并完成测试工作；是全球仅有的三家掌握碘工质电推进技术的公司之一。,各类微纳卫星、立方星等空间飞行器的动力系统。,卫星推进系统的研发、设计、制造和销售；提供卫星数据服务和解决方案。,具备卫星推进系统的研发、设计、制造和销售能力；产品已完成在轨测试。,国家高新技术企业；科技型中小企业；创新型中小企业；已获得ISO9001:2015质量管理体系和ISO14001:2015环境管理体系认证证书；拥有自主知识产权。,创始团队：董事长蔡建（中国科学技术大学博士，中科院微电子所副主任研究员，中国宇航学会电推进委员会委员）；联合创始人蔡勇（中国科学技术大学博士，前中集安瑞科高级项目经理，负责企业运营和管理）。短板：暂无（公开信息未明确提及）。,暂无（公开信息未披露）。,竞对：国际上另两家有能力研制碘工质电推系统的公司（未具名）。技术差异：相对于传统基于氙气/氪气的电推进系统，其碘工质电推进系统结构更简单、系统更轻更小，且碘工质燃料价格低廉、供应充足。,精确匹配,Enterprise
ENT_DD4B0C1ED421,Enterprise,致微（苏州）光学技术有限公司,企业信息暂存.xlsx,183,高精度光学系统与镜片制造；高精度车削技术；高精度自由曲面加工和检测；高损伤阈值紫外镀膜技术；光学系统全流程设计能力；球面、非球面、自由面、平面棱镜及复杂光学结构元件制造,成熟。核心团队深耕高端光学领域10年以上，具备光学系统全流程设计、制造、装配、测试能力，拥有国际一流设备，已成功研制我国首套光刻机曝光及照明系统，并承担数百套高精度复杂结构光学元件研制。,,定制化研发与制造服务。为客户提供定制化的高精度光学系统和镜片制造服务。,具备从设计到制造的全流程交付能力。拥有2500平米净化实验室和2000平米普通车间，配备超高精度温振环境实验室及国际一流的光学加工、抛光、镀膜、装调、测试设备。,,核心团队均为国内光学领域专家，深耕高端光学领域10+年，参与国产光刻机光学系统设计，具备与尼康、佳能等国际公司合作研发经验，是国内首个掌握卫星激光通讯领域高精度离轴非球面全流程制造技术的团队。短板：公司成立于2023年11月，运营时间较短；高端光学是实体限制清单重点领域，面临外部技术封锁风险。,暂无。公司成立于2023年11月，无近三年完整财务数据。,竞对：国际巨头如蔡司（公司愿景为打造“中国蔡司”）、尼康、佳能等。技术差异：致微光学掌握高端光学底层核心技术，在特定领域（如高精度自由曲面、高损伤阈值紫外镀膜）具备自主能力，并成功研制国产光刻机核心光学系统，但在品牌影响力、产品线广度、规模化及历史积累上与国际巨头存在差距。国内可能竞对未提及。,精确匹配,Enterprise
ENT_FA0FA480D5D5,Enterprise,上海格思航天科技有限公司,企业信息暂存.xlsx,184,低成本高可靠高性能的卫星产品、创新卫星互联网解决方案、卫星整星与部组件的设计、研发、组装及生产、卫星全流程解决方案、卫星ODM服务、数字化设计和仿真工具,已建成国内首个实现端到端功能全覆盖的卫星工厂，实现设计制造一体化交付；承担“千帆星座”（G60星链）50%的卫星制造任务，计划于2025年完成648颗卫星的发射目标。,,卫星ODM（原始设计制造商）服务，提供从概念设计到最终交付的一体化解决方案。,具备卫星整星与部组件的设计、研发、组装及生产能力，提供从概念设计到最终交付的全流程解决方案；已建成国内首个端到端功能全覆盖的卫星工厂，实现设计制造一体化交付。,,核心成员来自中科院微小卫星工程中心，主要领军人物及专家平均具备近20年的微小卫星总体设计研发与AIT系统集成制造经验，平均航天领域工作经验超10年。短板：暂无明确信息。,,,精确匹配,Enterprise
ENT_E2D3B97ACDAB,Enterprise,吉林求是光谱数据科技有限公司,企业信息暂存.xlsx,185,成像光谱芯片技术（计算重建型光谱CIS）,硬件经过3次流片迭代，已通过手机厂商测评，具备量产条件。截至2024年11月底，光谱成像芯片方案已完成KK量级出货。,医疗设备（如皮肤检测等）、汽车电子（车内环境或驾驶员状态监测）、更广泛的消费品在线检测（如食品安全、日用品有害物质识别）。,销售芯片（供给手机厂商、家电、汽车电子）、模组（供给AIOT）、相机（供给农业、工业）。,芯片方案已完成KK量级出货，具备量产条件。,高新技术企业、专精特新企业。拥有自主知识产权（自研“调制/解调”技术体系）。,创始团队主要来自长春理工大学，在光谱技术和应用领域积累了20余年的经验。短板：暂无明确信息。,暂无明确信息。,暂无明确信息。,精确匹配,Enterprise
ENT_27D6F91D2927,Enterprise,上海锂凰科技有限公司,企业信息暂存.xlsx,186,硅碳负极材料、氧化铁负极材料、能酸埋负极材料及相应电芯；独创兼具高比容量和循环稳定性的硅碳复合负极材料及制备方法；产品“富硅”负极、硅碳负极、硅氧负极和纳米硅粉,产品规模化制备已经突破，工艺路线具备成本优势。高端硅基负极产品完成百公斤级出货，具备千吨级量产能力，关键性能指标超越空前；纳米硅粉实现稳定放量出货。,高能量密度需求的各类锂电池应用场景，如电动汽车、消费电子、航空航天等。,动力电池负极材料技术的研发、生产、销售；储能电池的研发。,高端硅基负极产品具备百公斤级出货能力与千吨级量产能力；纳米硅粉实现稳定放量出货。,暂无明确信息。核心团队主持参与国家863计划、国家发改委重大专项；首席科学家为国家杰出青年基金获得者、科技部重点领域创新团队负责人。,核心团队：董事长兼CEO骆宏钧博士（江苏省“333高层次人才培养工程”，曾任北京当升、北大先行等企业）；首席科学家黄富强教授（国家杰出青年基金获得者，发表Science等论文500余篇）；技术总监王瑞漠博士（北大博士，国家自然科学基金委青年基金项目成员）；运营总监袭锦勇（浙大学士、上海交大硕士，曾任掘新科技创始人及CEO，有丰富市场拓展和销售经验）。短板：公司成立于2021年底，相对年轻；公开信息中未提及大规模量产客户案例及具体财务数据。,暂无公开数据。,暂无具体竞对名称。技术差异点：其硅碳负极材料方案国际上极少数兼具高循环稳定性、高比容量且制备工艺简单；纳米硅粉采用“一步法”超低成本制备，平均粒径小于50nm。,精确匹配,Enterprise
ENT_B62BAE5ED7BA,Enterprise,武汉中科锐择光电科技有限公司,企业信息暂存.xlsx,187,光纤激光与光纤传感特种光电器件技术,技术成熟，已实现产品化及批量供货。拥有自研核心光电器件/模块能力，关键领域自主可控；拥有多年军工产品交付经验，产品质量稳定可靠；器件—模块/子系统—终端设备的产品体系已搭建完毕，平台协同性高。,基于其特种光器件技术，可能进一步拓展至量子通信、精密测量、医疗设备、自动驾驶激光雷达等需要高性能、高可靠性光电器件的领域。,一站式供应及解决方案提供商。产品直销，覆盖器件、模块、子系统及终端设备。,具备军工产品交付经验，拥有军工二级资质，产品质量稳定可靠。产品体系完整，可集体化作战，协同性高。,国家级高新技术企业、国家级“专精特新”小巨人企业、湖北省制造业单项冠军产品（特种光器件）、武汉市上市后备“金种子”企业、军工二级资质。,创始团队来自北大、北航、华为海思等知名高校及企业，拥有多年科研军工行业经验，市场敏锐。核心团队结构完备，技术、商务、管理分工明确。短板信息在提供资料中未明确提及。,暂无具体数据。公开信息显示“连年高基数增长的基本盘已然奠定”。,暂无直接竞对信息。技术差异点在于：专注于专网特种器件，在光频光梳等多个细分产品出货量国内第一，拥有多个国家级项目独家市场；具备从核心器件到模块/子系统的垂直整合与平台协同能力，产品广泛应用于高可靠性的军工及特种行业。,精确匹配,Enterprise
ENT_A219CCCFDCD9,Enterprise,青岛本原微电子有限公司,企业信息暂存.xlsx,188,数字信号处理器(DSP)芯片自主创新架构,已形成核心自主知识产权，产品已面向市场供应,,集成电路设计、销售电子产品及信息处理系统，提供技术开发、服务、咨询与推广,,高新技术企业、科技型中小企业、专精特新中小企业、专精特新企业,由青岛即墨区政府、中科院自动化所和科研团队联合控股，具体团队构成及短板暂无,,,精确匹配,Enterprise
ENT_4DA0D36E5DAC,Enterprise,上海迈铸半导体科技有限公司,企业信息暂存.xlsx,189,晶圆级微铸造成型技术（MEMS-Casting™），以硅片作为模具的压铸成型技术，用于制造几十到几百微米尺度的复杂金属结构,已完成Pre-A+轮融资，资金用于中试生产线建设，正加速实现规模化量产。,工业自动化（如伺服系统、变频器中的电流检测线圈）、机器人领域（如机器人关节模组的微驱动线圈）。,技术及解决方案提供商，产品包括技术授权、定制化制造服务及特定产品（如线圈）。,具备中试生产线，正推进规模化量产能力建设。,高新技术企业，国家级科技企业孵化器企业，省级创新型企业。拥有商标信息17条，专利信息27条，著作权信息2条。,孵化于中国科学院上海微系统与信息技术研究所，创始人/首席研究员顾杰斌具有英国帝国理工学院及中科院背景，团队科研能力强。短板可能在于从研发到大规模商业化生产的过渡阶段，市场拓展和规模化交付能力待进一步验证。,,暂无（原文未提及直接竞争对手。其技术差异在于采用独特的晶圆级微铸造技术，解决了微米尺度复杂金属结构的制造难题，与传统MEMS加工或封装技术路径不同）。,精确匹配,Enterprise
ENT_BE87377E34B9,Enterprise,东莞市中科原子精密制造科技有限公司,企业信息暂存.xlsx,190,光电探测器件设计与制造,已实现产品研发、生产与销售，完成B轮融资，为高新技术企业，技术处于产业化阶段。,环境监测（风、云）、自动驾驶（激光雷达）、高端制造（工业自动化检测）、科研仪器（光谱、成像）、国防与安全（夜视、探测）。,研发、生产与销售自主产品；提供光电探测技术、激光雷达技术的咨询、服务、转让；提供OEM解决方案及定制化服务。,具备研发、生产与销售完整链条，提供产品与技术服务，有OEM定制化流程和质量保障体系。,高新技术企业（天眼查、猎聘信息），形成核心自主知识产权（猎聘信息）。具体专利数量及资质证书暂无。,创始团队信息暂无。短板：网络公开信息未明确提及。,暂无具体数据。,竞对信息暂无。技术差异：专注于光子探测器件及激光雷达领域，产品线涵盖从核心器件（像增强器）到系统（激光雷达、光谱仪），提供高端科研仪器及军工应用产品。,精确匹配,Enterprise
ENT_AD9865F9BF03,Enterprise,北京金钢科技有限公司,企业信息暂存.xlsx,191,图案式磁编码器技术,,,,,高新技术企业(2024)，科技型中小企业(2022)，A级纳税人(2023),法定代表人/负责人为梁正，具体团队构成及短板暂无,,,精确匹配,Enterprise
ENT_31236014A240,Enterprise,上海松应科技有限公司,企业信息暂存.xlsx,192,物理AI仿真系统ORCA（国内首个）、物理AI仿真系统一体机、ORCA高保真引擎、软件协同技术,已推出核心产品ORCA系统及一体机，并已广泛应用于多个领域，完成种子轮和天使轮融资，技术处于应用推广阶段,暂无（基于现有信息，应用场景已较明确）,销售物理AI仿真系统一体机、ORCA系统及软件，提供技术平台与服务；通过合作伙伴构建开放共赢生态体系,可交付物理AI仿真系统一体机、ORCA软件系统及配套解决方案，具备构建高精度数字仿真平台和训练道场的能力,自主研发国内首个物理AI仿真系统ORCA，拥有相关知识产权（根据网络信息，有3项专利、6项行政许可）,创始人：聂凯旋（根据网络信息）。短板：暂无明确信息（公司成立于2021年，相对年轻，可能面临市场拓展和规模化挑战）,,暂无具体竞对名称。技术差异：强调其ORCA系统是“国内首个”物理AI仿真系统，在物理AI研发应用领域占据领先地位，具备高保真引擎和软件协同等前沿技术,未匹配,Enterprise
ENT_F3A35D81F440,Enterprise,西安必盛激光科技有限公司,企业信息暂存.xlsx,193,高功率智能化半导体激光表面处理设备、激光熔覆合金粉末、激光特种加工及再制造（零部件修复）技术,已产业化，公司成立于2013年，并于2018年完成A轮融资，表明技术已进入商业化应用阶段,高端装备制造、航空航天、能源、冶金等行业的设备维护与性能提升,销售激光表面处理成套设备及合金粉末，并提供激光加工及技术服务,,拥有相关知识产权及专利（PDF中提及），具体信息暂无,由中国科学院西安光学精密机械研究所（西科控股）、天使基金和创业团队共同创立。法人代表为王晓飚。具体团队构成及短板暂无,,,精确匹配,Enterprise
ENT_337B26DB83F2,Enterprise,九维光子科技（昆山）有限公司,企业信息暂存.xlsx,194,相变直写光刻设备（100nm/50nm超分辨纳米光刻）；光互连与半导体微纳加工,天使+轮融资阶段，已获政府股权投资，技术处于产业化发展初期,光子技术融合新赛道，区域产业升级，规模化、产业化发展,股权投资签约，政府注资推动产业化,,,核心团队信息不足，PDF中提及拟派董事李伍一、项目负责人李伍一、项目成员程呈、责任合伙人米磊，但具体背景不详；短板为初创期，规模与市场验证待完善,,,精确匹配,Enterprise
ENT_A0DD84A106C8,Enterprise,上海博动医疗科技股份有限公司,企业信息暂存.xlsx,195,无铁芯直驱柔性环形传输线技术及相关软硬件,,,,,,,,,未匹配,Enterprise
ENT_95319390125A,Enterprise,合肥曦合超导科技有限公司,企业信息暂存.xlsx,196,超导技术解决方案，实验室、工业应用及特殊场合应用的超导、低温设备的研发、制造和销售,已获A轮及A+轮融资，产品已进入研发制造和销售阶段,科研机构、高校实验室、高端制造业、电力设备领域、特殊工业环境,研发、制造和销售超导及低温设备，提供技术解决方案,,,创始人周超，责任合伙人郭鑫，项目负责人王柏凯，项目成员赵传奇；团队短板暂无,,,精确匹配,Enterprise
ENT_1D960FE5771A,Enterprise,深圳海旭新能源有限公司,企业信息暂存.xlsx,197,新兴能源技术（光伏/储能）,,海洋平台能源供应、沿海/离岛新能源项目、工业余热利用,,,,责任合伙人：郭鑫；项目负责人：王柏凯；项目成员：李锴琦。团队具体背景及短板暂无。,,,精确匹配,Enterprise
ENT_30433C851164,Enterprise,绍兴摄星智能科技有限公司,企业信息暂存.xlsx,198,以垂直领域内外网数据为“护城河”，为政警提供智能技术服务,,,,,科技型中小企业,法人代表是杨理想。投资建议书中提及责任董事张晓、项目负责人张晓飞、项目成员肖强。具体创始团队构成及短板暂无。,,,未匹配,Enterprise
ENT_E441C70C7069,Enterprise,深圳大道半导体有限公司,企业信息暂存.xlsx,199,专注于CSP-LEDs（芯片级封装LED）及其模组的设计与制造,高新技术企业，拥有核心自主知识产权与技术，技术已产业化,,创新型中外合资企业，由专业投资机构联合投资,,高新技术企业、国家级科技型中小企业、省级专精特新企业、拥有核心自主知识产权,拥有一支长期从事半导体照明市场、产品、研发的团队；具体短板暂无,,,精确匹配,Enterprise
ENT_3D9EE80D2CB2,Enterprise,科近泰基新技术有限公司,企业信息暂存.xlsx,200,科近泰基新技术（待查，无公开信息）,,,,,高新技术企业,法定代表人：李国宏；责任合伙人：郭鑫；项目负责人：赵传奇；项目成员：张湘伟、王德诚。团队具体背景及短板暂无。,,,精确匹配,Enterprise
ENT_6AC14C1A90FC,Enterprise,上海钧合原子科技有限公司,企业信息暂存.xlsx,201,小型模块化核反应堆（SMR）的研发设计及产业化,研发设计阶段，已完成首轮融资,小型和微型核动力装置商业化应用，为特定区域或设施提供电力,高科技企业，通过技术研发、设计及后续产业化推广实现价值,,,,,,精确匹配,Enterprise
ENT_887F7C94EA63,Enterprise,北京星空年代通信技术有限公司,企业信息暂存.xlsx,202,国内甚小口径终端地球站通信业务,,全国范围的卫星通信网络覆盖与服务,,,增值电信业务经营许可证（A2.B1-20200406，国内甚小口径终端地球站通信业务，覆盖全国）、高新技术企业、中关村高新技术企业,法定代表人/董事长：佘章树；项目负责人：张辉；项目成员：赵英杰。团队具体背景及短板暂无详细信息。,,,精确匹配,Enterprise
ENT_830807A60B75,Enterprise,北京鹏钛科技有限公司,企业信息暂存.xlsx,203,PCIe 5.0/6.0存储控制芯片技术,,,,,,,,,精确匹配,Enterprise
ENT_CE1CF4AB6470,Enterprise,明视脑机科技（苏州）有限公司,企业信息暂存.xlsx,204,侵入式脑机接口技术，提供整体解决方案,天使轮融资阶段，技术处于早期研发或初步产品化阶段,神经科学研究、神经系统疾病治疗与康复、人机交互,,,,,暂无（公司成立于2024年）,,精确匹配,Enterprise
ENT_F42F2A9CA0EB,Enterprise,意瑞半导体（上海）有限公司,企业信息暂存.xlsx,205,汽车电子IC芯片设计,研发团队有十二年多的汽车电子IC开发经验，芯片已被广泛应用,,半导体解决方案供应商,,高新技术企业，科技型中小企业，专精特新中小企业，质量管理体系认证(ISO9000/ISO9001)，A级纳税人,创始人：尹小平；项目负责人：张涛；项目成员：郭豪舜。研发团队有十二年多的汽车电子IC开发经验。短板信息暂无。,,,精确匹配,Enterprise
ENT_16EC79BF3B2E,Enterprise,赛蕴生物科技（成都）有限公司,企业信息暂存.xlsx,206,新型可编程蛋白递送载体（eCIS递送平台）,平台型技术，拥有完整自主知识产权，处于早期研发或技术验证阶段,基于可编程蛋白递送载体的药物研发、基因治疗、生物技术工具开发,,,拥有新型可编程蛋白递送载体完整自主知识产权,依托中国医学科学院&北京协和医学院病原生物学研究所专家团队；短板信息暂无,暂无（公司成立于2024年）,国内首家eCIS递送平台型公司，技术差异信息暂无,精确匹配,Enterprise
ENT_998AE34A2717,Enterprise,浙江澳威激光器件有限公司,企业信息暂存.xlsx,207,激光器、PLC、C/DWDM、无热/有热AWG等光学器件，提供光学产品设计的定制、样品、小批量生产和量产服务,正在运营，提供定制化产品及量产服务，技术已实现商业化应用,光模块、传感、半导体光电芯片等领域,研发生产商，提供定制设计、样品、小批量及量产服务,具备样品、小批量生产和量产服务能力,,团队信息不详；短板可能包括市场知名度、规模扩张能力等（原文未明确提及）,,,未匹配,Enterprise
ENT_045E46E6AD00,Enterprise,艾可萨科技（成都）有限公司,企业信息暂存.xlsx,208,存储芯片及存储系统设计研发,,,,,,投资小组组长：张涛；项目负责人：代华斌。具体团队构成及短板暂无,,,未匹配,Enterprise
