id:ID,label,name,source_file,row_no,:LABEL,core_technology,technology_maturity,possible_scenarios,business_model,delivery_capability,certification_ip,founder_team_and_gap,recent_revenue_profit,competition_and_diff,match_level,website_url
ENT_ABDA062DBD40,Enterprise,倍飞航空,company-info_with_url.xlsx,418,Enterprise,5座级eVTOL (TW-5)，衍生eVTOL(TW-X)物流版和2座级eVTOL(TW-LSA)等产品；飞行器轻量化设计、飞行控制系统设计、适航技术及服务、智能技术技术平台；复杂系统设计、优化和集成平台、航空轻量化结构技术平台、飞行器适航技术平台、智能技术平台,2022年：5座级eVTOL缩比试飞；2024年：5座级eVTOL原型机试飞，申请型号审定；2025年：中国民航局特许飞行，全面型号审定，开启eVTOL交付之路；2027年：首架eVTOL准备交付运营,为高端旅客提供机场到市内间便捷服务；支持“干、支、通”联程服务；海岛山区运输,由倍飞完成飞行器设计研发、航电集成、适航、飞控系统、材料结构、试飞试验等核心价值环节；与产业供应商深度合作，由合作伙伴提供机体、内饰、电池、电驱、航电等大部件的制造、总装、交付；合作建立维修中心MRO，提供授权维护维修等服务；IP授权有偿使用；数据服务,2027年首架eVTOL准备交付运营,核心专利10+件；发明专利包括：双倾转抗突风增稳可弯折翼飞行器、带有动力机构的可倾转水平尾翼、自适应抗突风弯折翼、一种基于制导模型的固定翼无人飞行器监视系统、一种基于试飞数据的飞行动力学模型频宽自适应辨识方法、一种盒式倾转翼飞行器、一种用于民机操稳特性适航符合性评估的指令激发器、一种牵引-推进式倾转翼垂直起降载人飞行器、一种电动垂直起降飞行器动力系统分层递进设计优化方法、一种车载可变入射角飞行器桨翼气动耦合测试系统,核心团队来自北航、克兰菲尔德、通用电气、中航工业等航空业主流机构，专业覆盖电动飞行器设计、飞行控制系统、适航、航电系统、航空金融、飞机销售等核心要素；张曙光教授（飞行器适航、飞行动力学及控制、气动布局）、郭士钧教授（飞行器设计与航空结构）、周杰（航空金融、飞机销售与管理）；短板：暂无,,全球竞对：美国Joby（倾转旋翼）、德国Volocopter（多旋翼）、英国Vertica（倾转旋翼）、德国Lilium（倾转涵道）；国内竞对：亿航（多旋翼）、峰飞（固定翼组合桨）、小鹏汇天（多旋翼）、时的科技、吉利沃飞、沃兰特、磐拓等；技术差异：倍飞航空核心技术平台包括复杂系统设计、优化和集成平台、航空轻量化结构技术平台、飞行器适航技术平台、智能技术平台，强调飞行器轻量化设计、飞控系统研发、适航引领,未匹配,
ENT_810C0374DEF1,Enterprise,先进核能科技有限公司,company-info_with_url.xlsx,419,Enterprise,金属基气冷反应堆（MBR）技术路线,详细概念设计完成；原理样机热态运行完成；重点研发验收优秀；专家评测国际领先；商业化快速推进；RMC软件已完成核安全局Q1、G1对话，Q2问题聚焦屏蔽功能预计本年完成认证,中远海开采平台；深海、极地、孤岛、外太空等极端场景；岛礁能源、极地开发、海上平台、分布微网、水下充电、空间核能；移动式、分布式能源需求场景,,,RMC程序联合核动力院正式申请国家核安全局认证；拥有多项国家授权专利和软件著作权,源自清华大学先进核能团队；首席科学家为核能与气冷堆领域权威专家，担任多项国家级项目技术负责人，有清华大学工程物理系及资产管理处行政任职；短板信息暂无,,国际竞对：美国OKLO公司、Nano核能公司、西屋公司（eVinci热管微堆）、Aalo公司；国内技术对比：MBR技术与气冷微堆、热管堆相比，在燃料（一体化金属基燃料）、反应堆（金属基反应堆工程可行性强）、能量转换（超碳布雷顿循环温度适中、工程可行性强）、安全特性（固有安全）等方面具有先进性和工程可行性优势,未匹配,
ENT_EC2D02E8F35D,Enterprise,江苏盛开高新材料有限公司,company-info_with_url.xlsx,420,Enterprise,,,,,,,,,国内竞争者、国外竞争者,未匹配,
ENT_98AA9CC9F4AF,Enterprise,彤程新材料集团股份有限公司,company-info_with_url.xlsx,421,Enterprise,全球首条碳中和方法制备二氧化硅产线，采用生物质（稻壳/秸秆）-二氧化碳法生产二氧化硅，副产活性炭和碳酸钠。,商业化进程顺利，已与多家国内外头部客户接触并进行产品测试、部分实现批量供应。,,,部分实现批量供应。,已申请发明专利近20余项，已获得产品核心发明专利授权10余项；LCA碳足迹14064体系认证；ISCC国际可持续发展与碳认证体系。,首席科学家张立群院士（中国工程院院士，国际橡胶领域领军人才，股东）；董事长邵进（安徽省技术领军人才，创始人、股东）；王益庆（北京化工大学博士，副教授，橡胶领域知名专家，股东）。短板暂无。,,传统石英砂-硫酸共沉淀法（高能耗、高污染、高碳排放，副产物无价值）；传统稻壳焚烧-硫酸沉淀法（使用强酸，产生硫酸根废水）；进化硅生物质-二氧化碳法（使用回收资源二氧化碳和可再生资源稻壳灰，负碳技术，副产物活性炭和碳酸钠有附加值）。,未匹配,
ENT_7D2EA93429F1,Enterprise,上海智元新创技术有限公司,company-info_with_url.xlsx,423,Enterprise,双足人形机器人、高精度桌面级机械臂、任意位姿自适应磁悬浮系统、自平衡自动驾驶自行车、大负载智能无人机、视觉两轮机器人、独轮移动机器人、桌面智能陪伴机器人、双臂核酸采样机器人、餐饮机器人、移乘助行机器人、调酒机器人、全身康复机器人、下肢助行机器人、北京冬奥机器人餐厅,,填补劳动力缺口，作为智能机器劳动力补充；通用机器人生态,,,,联合创始人（具体信息未提供）；历史产品和技术创新涉及运动控制、自动驾驶、视觉导航、智能避障、语言交互、动作交互、高精定位、多机协同、路径规划等领域,,,未匹配,
ENT_9632B1515FA1,Enterprise,和超高装（中山）科技有限公司,company-info_with_url.xlsx,424,Enterprise,特种焊接技术（真空电子束焊接）、金属表面微纳米处理技术、高端部零件加工技术（数控精密机加工、特种工艺处理、部组件装配全流程）、超导加速腔研发制造,已实现技术“天花板”级产品批量生产；已具备开展高端零部件全流程业务的能力；拥有自主知识产权，已获得国内该领域首个专利；已完成国内所有类型超导加速腔首批、首件的研制,小型反应堆壳体、深潜器承压壳体、无人潜航器壳体、运载火箭储箱、高性能导弹发动机构件等军民用高端构件；医疗器械、生物材料、芯片制造等领域,直销、来料加工模式。客户提供主材、初始设计、技术指标，公司进行研发制造并收取研发加工费。采用“定金+两周付款”模式。,具备高端零部件“数控精密机加工、特种工艺处理、部组件装配”全流程业务能力；公司产业园项目一期已于2022年7月封顶（正在建设阶段）,高新技术企业；发明专利：金属铌表面加工重构方法及重构装置、超导腔虚拟切频方法；获奖：国防科技进步一等奖、国防科技进步二等奖、省科学技术二等奖（发明类）、科学技术二等奖（自然类）；依托焊接领域唯一的国家重点实验室（哈工大先进焊接与连接实验室）,核心团队来自焊接领域唯一的国家重点实验室，覆盖多领域高难度精密加工生产经验。执行总裁何景山为哈尔滨工业大学教授、博士生导师，是国内精密加工领域顶尖专家，曾获国防科技进步奖，主持完成我国第一支纯铌9-cell射频超导加速腔研制。团队其他成员在研发、生产、管理、资本市场方面有丰富经验。短板：暂无,2021年营收2346万，净利润940万；2022年预计营收3741万，净利润2133万,市场相对封闭，进入门槛极高，暂无友商可形成直接竞争,未匹配,
ENT_3FA2693C6D2D,Enterprise,苏州喻云仿科技有限公司,company-info_with_url.xlsx,425,Enterprise,InteWeld CAE（焊接工艺仿真软件）、iAdditive CAE（增材制造工艺仿真软件）、GoHT CAE（热处理工艺仿真软件）、智能焊接夹具,已商业化应用。InteWeld是国防科工局和解放军装备发展部认定的唯一可替代国外的国产焊接仿真软件，已应用于航天三院导弹制造；iAdditive已在成飞、航发东安动力商业化应用；GoHT已在中国石油等单位商业应用。,,软件销售（InteWeld约120万/套，iAdditive约100万/套，GoHT约60万/套）及技术服务。,具备软件产品交付及技术服务能力，已有软件销售订单（如向成飞销售增材软件94.6万元）。,国家高新技术企业；ISO9001认证；GJB9001C-2017武器装备质量认证；2023年入选国防科工局军工工业软件名录；拥有完全自主知识产权的核心算法；2023年瑞士日内瓦国际发明展金奖；2022年湖北省工业软件十大优秀案例、优秀产品。,核心团队：庞盛永（国家优青，20年工业软件研发，主管研发）、黄安国（航空工业资深专家，研发总监-智能增材）、锁红波（联合创始人CTO，主管研发）、梁吕捷（研发总监-智能焊接）、栾添舒（联合创始人销售总监）、李志斌（渠道总监）等。短板：国产CAE软件产业化能力弱，研发主要依靠高校、研究院，专职研发人员少，服务团队弱，无产业化集团军。,,国外竞对：焊接仿真领域的ESI SysWeld和海克斯康 Simufact.Welding；增材仿真领域国外垄断软件。技术差异：InteWeld在大型结构仿真算法效率精度领先国外竞对；iAdditive拥有完全自主知识产权的增材固有应变算法，预测精度高于国外采用的焊接/修正固有应变算法；产品均为国内唯一自主可控的同类专业软件。,未匹配,
ENT_E717CF9574D5,Enterprise,成都国蕊创智科技有限公司,company-info_with_url.xlsx,426,Enterprise,全数字计算阵列；RFSoC DFE for 5G NR；AESA全数字阵列（传感+计算融合）,,导弹防御系统（受蜻蜓大脑启发的快速、高效神经网络）；AI+通信；AI+硬件；无线通信行业,前期（3-5年）AI IDH（独立设计公司）模式；后期（3-5年后）AI ODM（原始设计制造商）模式；基础硬件模式+深挖应用模式,IDH模式（研发设计为主）逐步发展到ODM模式（研发设计与生产制造一体）；具备制造、研发等方面优势,,要求核心层员工养成职业上的七种习惯（积极主动、以终为始、要事第一、双赢思维、知彼解己、统合综效、不断更新）；导入稻盛和夫阿米巴哲学和经营理念；结合西方管理模式与东方文化及中国国情,2023年营收200万元，净利润-319.46万元；2024年预测营收1500万元，净利润-1661.77万元；2025年预测营收6800万元，净利润-6008.66万元,,未匹配,
ENT_37941ADDCAB1,Enterprise,上海岚泽能源科技有限公司,company-info_with_url.xlsx,427,Enterprise,1. 专有低碳技术,1. 合成气制航煤技术：已完成1000吨/年中试装置设计，设备采购中，预计2024年10月底调试运行，2025年具备产业化能力。2. 二氧化碳加氢制甲醇技术：已完成5000吨/年工业试验装置并通过72小时现场考核及技术评估（2020年）。3. 生物质气化技术：技术成熟度高，起源于已部署超200台的SE-东方炉粉煤气化技术，无须中试可直接大规模部署。,,提供完整产业解决方案，包括核心催化剂、工艺包、关键装备、生产销售。盐城项目产品计划长协销售：绿色甲醇预计销售价格5000元/吨（上海港交付）；SAF预计销售价格20000元/吨。,1. 提供模块化装备（核心反应器撬装式方案）和十万吨规模以上工艺包。2. 盐城项目一期30万吨绿色甲醇（2026Q2投产），二期20万吨SAF（2027Q2投产）。,1. 产品全生命周期减排强度超过85%，远超欧盟标准。2. 原料选择、加工、合成标准参考欧盟REDII，并将得到ISCC EU认证。3. 最终产品符合ISCC EU或RSB EU标准，具有可持续性证明(POS)。4. 温室气体减排率92.49%（高于欧盟现行标准65%）。5. 具备完全自主知识产权。,创始团队：创始人兼首席科学家孙予罕教授（怀柔实验室山西研究院负责人、上海低碳技术创新功能型平台负责人、上科大2060研究院首席科学家，曾任中科院山西煤化所所长、中科院上海高研院党委书记/副院长，两次获中国科学院杰出成就奖）。核心科研团队包括：科技委员会主任何鸣元（中国科学院院士）、王慧（教授级高工）、高鹏（中科院上海高研院研究员/博导）、郑云华（中科院上海高研院研究员/博导）。短板：暂无,,1. SAF领域竞对：Arcadia eFuels（航煤馏分选择性极低，需多步反应）；Fulcrum BioEnergy（采用垃圾气化FT CANS技术，需多步反应）；Prometheus Fuel（需经4-5步复杂反应）。岚泽技术优势：选择性高、反应步数少（1-2步）、效率高。2. 绿色甲醇技术：与公开报道的工程化项目（如Air Liquide、冰岛CRI、日本三井化学等）相比，岚泽的CO2转化率（90%）、甲醇选择性（97%）更高，反应条件更温和。3. 技术路线比较：岚泽的Gasification/FT（气化/费托）路线相比HEFA（原料有限）、Alcohol-to-jet（技术经济性不确定）、Power-to-liquid（依赖技术突破）更具发展潜力，原材料（生物质）廉价且产能潜力大，全生命周期减排效果73%-84%。,未匹配,
ENT_03A4CFD797A9,Enterprise,瓴通微电子（南京）有限公司,company-info_with_url.xlsx,428,Enterprise,ET技术（包络追踪技术）、手机ET产品、无人机ET产品、无人机APT PA芯片,,,,,,核心团队技术实力强大、积累丰富、实战经验充足、技术面较宽；整建制团队、搭配合理、磨合到位，ET领域头部；稀缺性极强、技术壁垒极高；有一定的客户资源，接近热启动项目；创业决心比较足；有一定的资源。团队不足：暂无具体描述。,,,未匹配,
ENT_735C8C39005A,Enterprise,烨知芯,company-info_with_url.xlsx,430,Enterprise,,,,,,,来自顶级平台Apple的资深行业专家，技术实力强；团队创业决心足；团队成员合作多年，配合默契。,,,未匹配,
ENT_96817DADE028,Enterprise,上海相境智能科技有限公司,company-info_with_url.xlsx,431,Enterprise,XJ-T系列触觉传感器（Gen1、Gen2、Gen3、Gen5开发中）、XJ-T Array系列触觉传感器阵列,Demo测试中（Gen2）、开发中（Gen5）、小试产线工艺开发中（Gen2.5）、中试产线规划中（Gen3）,工业机器人（装配、打磨、焊接、码垛、包装、物流等力反馈）、医疗机器人（手术机器人器官压力感知、康复机器人肢体运动力度监测）、民用机器人（生活机器人抓握力度感知、陪伴机器人触觉人机交互）、农业机器人（采摘收割作物柔软度感知、播种施肥土壤硬度检测）,,,国际专利（光学式柔性三轴压力传感器阵列）,CEO管沐华（东南大学副教授，东京大学工学博士，师从柔性电子先驱染谷隆夫教授，国际专利发明人）、CTO汪浩洋（东京大学工学博士，有VC和FA经验）、COO/Designer李晨畅（东京大学工学博士在读，前飞行汽车公司联合创始人及CTO）、CMO/FA杨浩（东京大学宏观经济政策方向博士）、产业化顾问郭常宁（上海交通大学副教授）。短板信息暂无。,,竞对：美国某公司（产品尺寸28x28x32mm³）、国内某创业团队（产品尺寸23x23x1.5mm³，需额外变送器）。技术差异：相境产品尺寸更小（Gen2为6x6x1.5mm³）、成本更低（物料成本低于100元）、柔性阵列、输出数字信号、高分辨率（垂直0.2N，切向0.06N）、高重复精度（误差1.9%，同类平均5%左右）。,未匹配,
ENT_A4B4F29168B8,Enterprise,苏州齐禾生科生物科技有限公司,company-info_with_url.xlsx,432,Enterprise,SEEDIT™技术平台（,,,,,,,,,未匹配,
ENT_F384D56A7BB8,Enterprise,锋寻生物,company-info_with_url.xlsx,433,Enterprise,体内CAR-T细胞疗法技术平台，包括降低抗原遮蔽效应平台、囊膜蛋白改造平台、绝缘子安全性平台、高效瞬时递送平台。具体管线,,,,,专利布局（具体内容未详述）。公司资质和荣誉（具体内容未详述）。,核心团队包括：责任合伙人米磊，拟派出董事/项目负责人陈睿国。团队组成、团队管理架构、团队评价（具体内容未详述）。,,国内竞争者：济因生物、虹信生物、长星生物、简接生物。国际竞争者：Umoja Biopharma、Interius BioTherapeutics、Esobiotec。技术差异：针对体内CAR-T疗法技术挑战，锋寻生物提供了相应的解决方案（具体方案内容未详述）。,未匹配,
ENT_B881DA0DA218,Enterprise,希烽光电科技（南京）有限公司,company-info_with_url.xlsx,434,Enterprise,硅光子集成技术、FMCW（调频连续波）激光雷达芯片技术、光学相控阵（OPA）技术、光电芯片设计与封装测试技术。,处于研发到小批量试产阶段。核心硅光芯片已完成流片验证，正向车规级量产和系统级集成推进。,消费电子（AR/VR 3D传感）、智慧城市与安防监控流量检测、无人机低空避障、低轨卫星通信。,B2B（Fabless模式）。主要通过研发设计光电芯片，交由代工厂生产后，向客户销售芯片或光引擎模组；或提供NRE（定制研发）服务。,具备工程样片及小批量交付能力。大规模量产交付高度依赖外部硅光Fab（代工厂）的产能及自身车规级封测产线的建设进度。,拥有多项硅光子集成、激光雷达芯片相关的发明专利；属于科技型中小企业。车规级AEC-Q系列认证预估在推进中。,团队： 由海归硅光子领域资深博士及行业专家组成，具备深厚的硅光芯片设计、流片及产业化经验。 短板： Fabless模式下流片成本极高，资金消耗快；作为初创企业，缺乏大规模车规级量产及工程化交付的历史经验；市场教育及客户验证周期长。,,竞对： 洛微科技、识光微电子，以及海外的SiLC Technologies、Aeva等。 技术差异： 希烽光电侧重于通过硅光工艺实现极高集成度的FMCW与OPA单片集成，旨在从底层芯片架构上大幅降低激光雷达的BOM（物料）成本、功耗及体积，抗干扰能力更强。,,
